;SEASON;PLAYER_ID;PLAYER_NAME;POSITION;HEIGHT_WO_SHOES;HEIGHT_W_SHOES;WEIGHT;WINGSPAN;STANDING_REACH;BODY_FAT_PCT;HAND_LENGTH;HAND_WIDTH;STANDING_VERTICAL_LEAP;MAX_VERTICAL_LEAP;LANE_AGILITY_TIME;MODIFIED_LANE_AGILITY_TIME;THREE_QUARTER_SPRINT
187;2020;1629700;Kaleb Wesson;C;2.06;2.09;114.58;2.22;2.83;12.5;0.23;0.27;0.55;0.69;11.73;2.64;3.6
188;2020;1630232;Kahlil Whitney;SF;1.97;2.01;92.99;2.14;2.68;5.3;0.23;0.26;0.74;0.99;11.17;2.61;3.28
189;2020;1630216;Cassius Winston;PG;1.84;1.87;88.9;1.98;2.46;9.0;0.22;0.21;0.61;0.71;11.15;2.74;3.61
190;2020;1630218;Robert Woodard II;SF;1.97;2.01;104.42;2.18;2.68;4.5;0.23;0.27;0.81;0.97;11.1;2.49;3.18
191;2021;1630546;Max Abmas;PG;1.79;1.82;73.39;1.87;2.39;5.5;0.2;0.2;0.72;0.83;10.9;3.49;3.12
192;2021;1630534;Ochai Agbaji;SG;1.94;1.97;97.25;2.08;2.63;4.15;0.23;0.22;0.81;1.05;10.88;3.1;3.13
193;2021;1630542;Marcus Bagley;SF;1.98;2.03;98.34;2.11;2.6;7.5;0.22;0.22;0.83;0.98;12.26;3.1;3.17
194;2021;1630567;Scottie Barnes;SF;2.01;2.03;102.24;2.2;2.74;5.3;0.23;0.26;0.91;1.0;10.88;2.99;3.15
195;2021;1629646;Charles Bassey;C;2.06;2.09;104.42;2.21;2.73;5.9;0.23;0.24;0.84;0.91;12.19;3.33;3.13
196;2021;1630527;Brandon Boston Jr.;SF;1.97;2.01;85.28;2.1;2.64;6.0;0.23;0.25;-;-;-;-;-
197;2021;1630547;James Bouknight;SG;1.92;1.95;86.18;2.04;2.58;5.5;0.22;0.23;-;-;-;-;-
198;2021;1630535;Greg Brown III;PF;2.01;2.04;93.62;2.14;2.72;5.5;0.23;0.25;0.85;0.99;10.98;2.98;3.19
199;2021;1630215;Jared Butler;PG;1.89;1.92;87.54;1.93;2.5;5.1;0.22;0.21;-;-;-;-;-
200;2021;1630577;Julian Champagnie;SF;1.99;2.02;98.61;2.08;2.71;8.0;0.23;0.22;0.66;0.81;12.38;3.2;3.2
201;2021;1630551;Justin Champagnie;PF;1.97;2.0;93.62;2.07;2.64;6.3;0.22;0.22;0.69;0.89;11.94;3.14;3.34
202;2021;1630528;Josh Christopher;SG;1.91;1.94;97.43;2.06;2.57;5.8;0.22;0.22;0.75;0.95;11.32;3.3;3.14
203;2021;1630536;Sharife Cooper;PG;-;-;-;-;-;-;-;-;-;-;-;-;-
204;2021;1630595;Cade Cunningham;PG;-;-;-;-;-;-;-;-;-;-;-;-;-
205;2021;1630245;Ayo Dosunmu;SG;1.92;1.96;88.18;2.09;2.59;4.9;0.22;0.22;0.69;0.85;11.51;3.27;3.23
206;2021;1630561;David Duke Jr.;SG;1.94;1.97;92.35;2.05;2.6;5.9;0.22;0.23;0.76;0.99;11.21;3.19;3.08
207;2021;1630556;Kessler Edwards;PF;2.01;2.03;92.08;2.11;2.69;4.3;0.22;0.21;0.71;0.94;11.3;3.38;3.25
208;2021;1630568;Luka Garza;C;2.08;2.11;110.13;2.17;2.73;11.7;0.23;0.23;0.61;0.75;11.9;3.38;3.51
209;2021;1630564;RaiQuan Gray;PF;1.99;2.03;121.83;2.1;2.67;17.3;0.23;0.23;0.67;0.8;11.69;3.3;3.25
210;2021;1630224;Jalen Green;SG;-;-;-;-;-;-;-;-;-;-;-;-;-
211;2021;1629656;Quentin Grimes;SG;1.93;1.96;92.99;2.03;2.57;6.6;0.22;0.25;0.77;0.98;11.09;3.33;3.07
212;2021;1630573;Sam Hauser;SF;2.0;2.03;98.61;2.06;2.59;7.9;0.21;0.23;0.72;0.88;11.14;3.07;3.34
213;2021;1630565;Aaron Henry;SF;1.94;1.98;95.07;2.1;2.63;5.6;0.22;0.23;0.74;0.89;11.68;3.18;3.07
214;2021;1630574;Ariel Hukporti;C;2.1;2.13;111.58;2.2;2.83;8.1;0.24;0.24;0.62;0.79;12.2;3.53;3.12
215;2021;1630562;Matt Hurt;PF;2.04;2.07;105.41;2.07;2.71;15.2;0.23;0.23;0.65;0.83;11.44;3.25;3.34
216;2021;1630538;Nah'Shon Hyland;SG;1.88;1.92;76.66;2.06;2.58;5.8;0.22;0.23;0.67;0.86;10.53;3.17;3.1
217;2021;1630543;Isaiah Jackson;C;-;-;-;-;-;-;-;-;-;-;-;-;-
218;2021;1630525;David Johnson;SG;1.91;1.95;91.99;2.1;2.64;7.5;0.21;0.22;0.84;0.99;12.02;3.2;3.03
219;2021;1630552;Jalen Johnson;PF;2.03;2.06;95.07;2.14;2.69;4.5;0.25;0.27;-;-;-;-;-
220;2021;1630553;Keon Johnson;SG;1.92;1.95;83.82;2.01;2.46;4.4;0.22;0.23;1.05;1.22;11.45;3.2;3.0
221;2021;1630637;Carlik Jones;PG;1.83;1.85;78.74;1.96;2.48;4.5;0.21;0.23;0.8;0.91;10.96;3.23;3.16
222;2021;1630539;Kai Jones;PF;2.08;2.12;100.43;2.18;2.81;4.7;0.23;0.24;-;-;-;-;-
223;2021;1630529;Herbert Jones;SF;1.98;2.01;93.62;2.14;2.69;5.8;0.22;0.23;0.72;0.93;11.02;3.17;3.25
224;2021;1630548;Johnny Juzang;SG;1.97;2.01;94.8;2.1;2.55;8.0;0.22;0.24;0.79;0.93;11.13;3.08;3.13
225;2021;1630557;Corey Kispert;SF;1.98;2.01;101.51;2.01;2.59;6.8;0.22;0.25;0.76;0.95;10.91;2.99;3.12
226;2021;1630228;Jonathan Kuminga;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
227;2021;1630639;AJ Lawson;SG-SF;1.97;2.0;81.28;2.0;2.53;4.4;0.22;0.23;0.84;1.04;11.0;3.01;2.98
228;2021;1630575;Scottie Lewis;SF;1.93;1.96;85.09;2.13;2.58;4.7;0.22;0.25;0.86;1.07;10.45;3.03;2.98
229;2021;1630587;Isaiah Livers;SF;1.97;2.01;105.14;2.06;2.65;9.4;0.23;0.24;-;-;-;-;-
230;2021;1630588;Makur Maker;C;2.09;2.11;105.32;2.18;2.84;14.5;0.22;0.24;0.65;0.79;11.87;3.28;3.34
231;2021;1630572;Sandro Mamukelashvili;C;2.06;2.08;108.77;2.17;2.71;7.8;0.23;0.24;0.77;0.93;11.63;3.3;3.21
232;2021;1630544;Tre Mann;PG;1.91;1.94;80.56;1.93;2.5;4.1;0.2;0.23;-;-;-;-;-
233;2021;1630571;Matthew Mayer;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
234;2021;1630540;Miles McBride;PG;1.85;1.89;88.54;2.05;2.53;6.0;0.23;0.24;0.79;0.98;11.08;3.13;3.1
235;2021;1630558;Davion Mitchell;PG;1.83;1.86;91.81;1.94;2.45;6.2;0.21;0.22;-;-;-;-;-
236;2021;1630596;Evan Mobley;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
237;2021;1630600;Isaiah Mobley;PF;2.03;2.08;107.95;2.21;2.73;12.9;0.23;0.25;0.67;0.81;12.7;3.5;3.3
238;2021;1630541;Moses Moody;SG;1.94;1.98;95.53;2.15;2.67;6.8;0.23;0.25;-;-;-;-;-
239;2021;1630530;Trey Murphy III;SF;2.02;2.06;93.44;2.13;2.68;8.1;0.22;0.23;0.86;0.97;11.65;3.32;3.14
240;2021;1630227;Daishen Nix;PG;1.9;1.94;102.33;2.0;2.54;11.8;0.22;0.23;0.75;0.93;11.72;3.18;3.0
241;2021;1630566;John Petty Jr.;SG;1.94;1.97;84.46;2.07;2.63;5.6;0.22;0.23;0.7;0.86;11.51;3.17;3.35
242;2021;1630582;Yves Pons;PF;1.97;2.0;93.62;2.15;2.64;4.0;0.23;0.23;0.91;1.08;10.89;3.05;3.1
243;2021;1630554;Jason Preston;PG;1.9;1.93;81.92;2.04;2.55;5.45;0.22;0.23;0.77;0.98;10.82;3.08;3.13
244;2021;1630563;Joshua Primo;SG;1.93;1.96;85.73;2.06;2.6;6.3;0.23;0.25;0.77;0.95;10.97;3.36;3.22
245;2021;1630576;Roko Prkacin;PF;2.02;2.06;102.24;2.11;2.72;7.0;0.22;0.23;-;-;-;-;-
246;2021;1629674;Neemias Queta;C;2.11;2.15;112.67;2.24;2.86;7.6;0.23;0.27;0.69;0.84;11.85;3.5;3.29
247;2021;1630559;Austin Reaves;SG;1.94;1.97;89.45;1.99;2.57;11.0;0.2;0.21;0.64;0.89;10.94;3.19;3.07
248;2021;1630526;Jeremiah Robinson-Earl;PF;2.03;2.06;109.95;2.08;2.68;8.9;0.23;0.25;0.69;0.81;11.64;3.15;3.29
249;2021;1630545;Terrence Shannon Jr.;SF;1.97;1.99;93.71;2.04;2.54;6.7;0.2;0.2;0.83;1.0;11.51;3.12;3.21
250;2021;1630549;Day'Ron Sharpe;C;-;-;-;-;-;-;-;-;-;-;-;-;-
251;2021;1630579;Jericho Sims;C;2.06;2.08;113.49;2.22;2.69;5.5;0.23;0.25;0.94;1.13;11.59;3.38;3.05
252;2021;1630531;Jaden Springer;SG;1.9;1.94;91.63;2.03;2.51;6.3;0.22;0.25;0.88;1.05;11.46;3.1;3.13
253;2021;1630569;DJ Steward;PG;1.85;1.87;73.57;2.01;2.5;5.0;0.22;0.23;0.88;0.98;11.14;3.1;3.08
254;2021;1630560;Cam Thomas;SG;-;-;-;-;-;-;-;-;-;-;-;-;-
255;2021;1630550;JT Thor;PF;2.04;2.06;92.08;2.22;2.79;6.1;0.23;0.24;0.8;0.89;12.19;3.08;3.06
256;2021;1630225;Isaiah Todd;PF;2.05;2.08;99.34;2.17;2.73;6.2;0.23;0.25;0.72;0.9;11.38;3.25;3.31
257;2021;1630613;Duane Washington Jr.;SG;1.89;1.92;89.27;2.03;2.57;5.1;0.21;0.22;0.75;0.9;11.5;3.06;3.17
258;2021;1630570;Trendon Watford;PF;2.02;2.05;107.68;2.19;2.67;10.1;0.24;0.24;0.71;0.89;11.69;3.23;3.27
259;2021;1630580;Joe Wieskamp;SF;1.97;2.01;92.9;2.11;2.62;4.1;0.22;0.23;0.76;1.07;10.7;3.18;3.04
260;2021;1630598;Aaron Wiggins;SG-SF;1.94;1.96;86.18;2.08;2.62;5.0;0.22;0.22;0.75;0.91;11.2;3.0;3.04
261;2021;1630533;Ziaire Williams;SF;2.04;2.08;85.46;2.09;2.71;4.4;0.23;0.22;0.86;1.0;10.69;3.04;3.12
262;2021;1630589;Moses Wright;PF;2.03;2.06;102.42;2.15;2.72;5.6;0.23;0.24;0.8;0.97;11.2;3.42;3.15
263;2021;1630593;McKinley Wright IV;PG;1.81;1.84;87.18;1.96;2.39;6.7;0.22;0.23;0.8;0.97;10.76;3.12;3.08
264;2021;1630681;Marcus Zegarowski;PG;1.85;1.88;82.01;1.9;2.44;7.2;0.2;0.24;0.76;0.9;11.47;3.26;3.11
265;2022;1630534;Ochai Agbaji;SG;1.94;1.97;98.34;2.09;2.64;5.4;0.22;0.24;0.81;0.99;10.77;3.11;3.13
266;2022;1631116;Patrick Baldwin Jr.;SF;2.06;2.09;104.69;2.18;2.81;8.9;0.22;0.24;0.6;0.67;12.25;3.3;3.45
267;2022;1631094;Paolo Banchero;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
268;2022;1631230;Dominick Barlow;PF;2.05;2.08;100.24;2.21;2.76;5.9;0.23;0.27;0.72;0.86;11.29;3.19;3.33
269;2022;1630699;MarJon Beauchamp;SG;1.96;1.99;89.18;2.15;2.69;5.3;0.23;0.23;-;-;-;-;-
270;2022;1630656;Hugo Besson;SG;1.94;1.97;81.83;1.97;2.59;8.8;0.19;0.22;0.62;0.8;11.36;3.25;3.4
271;2022;1631103;Malaki Branham;SG;1.93;1.97;88.36;2.08;2.6;6.1;0.22;0.25;0.74;0.89;11.38;3.09;3.17
272;2022;1631128;Christian Braun;SG;1.97;2.01;94.89;1.99;2.53;6.2;0.2;0.22;0.85;1.02;11.0;3.13;3.16
273;2022;1631112;Kendall Brown;SF;1.99;2.02;91.26;2.11;2.62;4.9;0.23;0.23;0.8;1.04;11.57;3.05;3.29
274;2022;1631219;John Butler Jr.;PF;2.13;2.15;79.11;2.19;2.84;4.7;0.22;0.22;0.67;0.72;11.16;3.04;3.33
275;2022;1630577;Julian Champagnie;SF;1.99;2.03;96.34;2.08;2.72;7.1;0.22;0.23;0.72;0.88;11.39;3.04;3.14
276;2022;1631113;Kennedy Chandler;PG;1.82;1.84;78.11;1.96;2.46;4.4;0.22;0.24;0.79;1.05;10.73;2.89;-
277;2022;1631108;Max Christie;SG;1.94;1.97;85.82;2.05;2.6;4.8;0.2;0.22;0.81;0.95;10.82;3.02;3.07
278;2022;1630594;Kofi Cockburn;C;2.11;2.13;132.9;2.24;2.81;8.2;0.25;0.26;0.75;0.83;12.11;3.31;3.33
279;2022;1630700;Dyson Daniels;SG;1.98;2.02;88.54;2.1;2.67;4.9;0.22;0.25;0.74;0.86;10.81;2.81;3.22
280;2022;1631098;Johnny Davis;PG;1.94;1.97;89.09;2.04;2.63;6.7;0.22;0.26;-;-;-;-;-
281;2022;1631120;JD Davison;PG;1.84;1.89;87.0;1.99;2.53;7.8;0.22;0.24;0.76;0.94;11.38;3.23;3.26
282;2022;1630620;Darius Days;SF-PF;-;-;-;-;-;-;-;-;-;-;-;-;-
283;2022;1631217;Moussa Diabate;C;2.06;2.09;98.25;2.2;2.78;2.7;0.22;0.27;0.74;0.93;11.16;2.9;3.26
284;2022;1631172;Ousmane Dieng;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
285;2022;1631215;Khalifa Diop;C;-;-;-;-;-;-;-;-;-;-;-;-;-
286;2022;1631105;Jalen Duren;C;-;-;-;-;-;-;-;-;-;-;-;-;-
287;2022;1631106;Tari Eason;PF;2.0;2.03;98.61;2.18;2.73;5.9;0.23;0.28;-;-;-;-;-
288;2022;1631165;Keon Ellis;SG;1.92;1.95;75.93;2.04;2.59;3.8;0.2;0.23;0.71;0.9;10.87;3.02;3.18
289;2022;1630701;Michael Foster Jr.;C;2.03;2.06;107.32;2.14;2.78;6.2;0.22;0.25;0.71;0.83;11.49;3.1;3.22
290;2022;1631221;Collin Gillespie;PG;1.87;1.9;88.81;1.93;2.49;8.6;0.21;0.23;0.67;0.84;10.95;3.01;3.21
291;2022;1631100;AJ Griffin;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
292;2022;1630702;Jaden Hardy;SG;-;-;-;-;-;-;-;-;-;-;-;-;-
293;2022;1631199;Ron Harper Jr.;SF;1.93;1.97;109.04;2.17;2.68;14.3;0.24;0.25;0.66;0.77;11.41;3.24;3.4
294;2022;1631096;Chet Holmgren;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
295;2022;1631127;Harrison Ingram;SF;1.96;2.01;105.6;2.14;2.63;8.3;0.23;0.25;0.75;0.89;11.83;3.26;3.31
296;2022;1631093;Jaden Ivey;PG;-;-;-;-;-;-;-;-;-;-;-;-;-
297;2022;1631218;Trayce Jackson-Davis;C;-;-;-;-;-;-;-;-;-;-;-;-;-
298;2022;1631107;Nikola Jovic;SF;2.07;2.11;100.97;2.14;2.76;7.4;0.22;0.25;-;-;-;-;-
299;2022;1630548;Johnny Juzang;SG;1.96;1.99;94.62;2.11;2.6;7.5;0.22;0.24;0.7;0.83;11.03;3.17;3.29
300;2022;1631130;Ismael Kamagate;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
301;2022;1631211;Trevor Keels;SG;1.91;1.95;101.51;2.01;2.57;13.5;0.21;0.23;0.62;0.79;11.33;3.32;3.27
302;2022;1631117;Walker Kessler;C;2.14;2.16;116.12;2.24;2.87;14.7;0.22;0.22;-;-;-;-;-
303;2022;1631132;Christian Koloko;C;2.1;2.13;100.24;2.27;2.87;5.7;0.23;0.27;0.71;0.85;11.3;3.19;3.27
304;2022;1631222;Jake LaRavia;PF;2.0;2.03;103.06;2.07;2.64;9.0;0.22;0.26;0.7;0.86;10.58;2.89;3.37
305;2022;1631171;Justin Lewis;PF;1.99;2.02;106.78;2.2;2.68;7.3;0.23;0.27;0.83;0.89;11.49;3.02;3.23
306;2022;1630604;E.J. Liddell;PF;1.97;2.01;110.22;2.13;2.63;12.2;0.21;0.23;0.9;0.97;11.11;3.23;3.26
307;2022;1631254;Kenneth Lofton Jr.;PF-C;-;-;-;-;-;-;-;-;-;-;-;-;-
308;2022;1631213;Tyrese Martin;SG-SF;-;-;-;-;-;-;-;-;-;-;-;-;-
309;2022;1631097;Bennedict Mathurin;SG;1.94;1.98;92.8;2.06;2.64;5.7;0.22;0.25;-;-;-;-;-
310;2022;1630571;Matthew Mayer;SF;2.03;2.06;98.16;2.1;2.67;11.1;0.23;0.26;0.65;0.8;10.74;-;3.39
311;2022;1631121;Bryce McGowens;SG;1.96;1.99;82.19;2.05;2.63;5.4;0.22;0.24;0.75;0.86;11.12;3.16;3.27
312;2022;1631159;Leonard Miller;SF;2.04;2.08;95.71;2.18;2.71;5.7;0.23;0.27;0.76;0.93;11.11;3.02;3.36
313;2022;1631125;Josh Minnott;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
314;2022;1631198;Aminu Mohammed;SG-SF;1.92;1.96;96.52;2.11;2.64;5.1;0.22;0.24;0.75;0.91;11.54;3.04;3.33
315;2022;1631129;Iverson Molinar;PG;1.89;1.91;83.1;2.03;2.57;4.8;0.22;0.24;0.79;0.97;11.23;3.1;3.19
316;2022;1631168;Jean Montero;PG;1.85;1.89;77.93;1.96;2.5;7.4;0.2;0.22;0.75;0.94;11.19;3.17;3.17
317;2022;1631111;Wendell Moore;SG;1.94;1.97;98.52;2.15;2.57;7.5;0.22;0.26;0.83;0.98;10.94;3.21;3.3
318;2022;1631099;Keegan Murray;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
319;2022;1629614;Andrew Nembhard;PG;1.9;1.94;88.72;1.97;2.51;4.4;0.2;0.24;0.67;0.89;10.46;3.02;3.26
320;2022;1630590;Scotty Pippen Jr.;PG;1.83;1.87;81.65;1.97;2.43;5.3;0.2;0.23;0.77;0.95;11.07;3.1;3.21
321;2022;1630629;Gabriele Procida;SG-SF;1.97;2.03;87.45;2.03;2.69;3.8;0.2;0.23;0.75;0.89;11.02;3.14;3.07
322;2022;1631197;Jared Rhoden;SG-SF;-;-;-;-;-;-;-;-;-;-;-;-;-
323;2022;1631115;Orlando Robinson;C;2.08;2.11;110.86;2.24;2.82;9.5;0.22;0.25;0.58;0.7;11.4;3.23;3.55
324;2022;1631223;David Roddy;PF;1.94;1.98;118.3;2.12;2.67;11.6;0.22;0.25;0.69;0.9;10.75;3.1;3.22
325;2022;1631157;Ryan Rollins;SG;1.88;1.91;81.28;2.08;2.55;5.0;0.2;0.22;0.77;0.93;11.26;3.28;3.07
326;2022;1631204;Marcus Sasser;PG;-;-;-;-;-;-;-;-;-;-;-;-;-
327;2022;1631220;Dereon Seabron;SG;1.95;1.97;82.74;2.05;2.63;4.0;0.22;0.24;0.77;0.97;11.03;3.04;3.12
328;2022;1631101;Shaedon Sharpe;SG;1.94;1.96;89.81;2.12;2.63;4.8;0.23;0.23;-;-;-;-;-
329;2022;1631173;Terquavion Smith;SG;1.89;1.92;74.93;1.99;2.49;3.8;0.22;0.2;0.77;0.98;10.63;3.03;3.14
330;2022;1631095;Jabari Smith;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
331;2022;1631110;Jeremy Sochan;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
332;2022;1631164;Matteo Spagnolo;PG;1.93;1.97;88.99;2.03;2.59;8.6;0.21;0.25;0.65;0.8;11.42;3.16;3.4
333;2022;1631124;Julian Strawther;SF;1.97;2.01;94.17;2.07;2.65;7.9;0.21;0.22;0.72;0.89;10.3;3.37;3.26
334;2022;1631207;Dalen Terry;SG;1.98;2.01;88.54;2.15;2.69;5.4;0.22;0.23;-;-;-;-;-
335;2022;1631166;Drew Timme;C;2.04;2.06;105.05;2.18;2.73;15.7;0.23;0.25;0.65;0.8;11.71;3.31;3.38
336;2022;1631133;Jabari Walker;PF;2.0;2.03;96.98;2.1;2.67;12.1;0.22;0.25;0.75;0.83;11.53;3.12;3.24
337;2022;1631102;TyTy Washington Jr.;SG;1.89;1.92;89.09;2.03;2.53;12.0;0.22;0.23;-;-;-;-;-
338;2022;1631212;Peyton Watson;SF;2.0;2.03;92.26;2.15;2.73;5.2;0.22;0.24;0.71;0.85;11.03;3.24;3.28
339;2022;1631104;Blake Wesley;SG;1.9;1.94;84.91;2.06;2.62;5.6;0.21;0.23;0.76;0.91;11.55;3.25;3.21
340;2022;1631214;Alondes Williams;SG;1.92;1.96;94.8;2.01;2.59;7.2;0.22;0.23;0.76;0.9;10.96;3.11;3.15
341;2022;1631114;Jalen Williams;SG;1.94;1.97;94.89;2.19;2.68;8.9;0.22;0.24;0.85;0.99;11.13;3.17;3.11
342;2022;1631119;Jaylin Williams;C;2.05;2.08;107.32;2.16;2.76;8.0;0.22;0.27;0.62;0.76;11.64;3.1;3.5
343;2022;1630652;Trevion Williams;C;2.01;2.05;120.02;2.2;2.76;10.8;0.23;0.26;0.7;0.76;12.75;3.46;3.48
344;2022;1631258;Bryson Williams;PF-C;-;-;-;-;-;-;-;-;-;-;-;-;-
345;2022;1631109;Mark Williams;C;2.13;2.18;109.95;2.3;2.97;5.4;0.23;0.25;-;-;-;-;-
346;2022;1630592;Jalen Wilson;SF-PF;-;-;-;-;-;-;-;-;-;-;-;-;-
347;2022;1630855;Fanbo Zeng;SF-PF;-;-;-;-;-;-;-;-;-;-;-;-;-
348;2023;1641725;Trey Alexander;SG;1.91;-;83.73;2.08;2.58;-;0.22;0.22;0.75;0.86;11.6;-;3.35
349;2023;1641735;Amari Bailey;SG;1.91;-;86.55;2.01;2.63;-;0.2;0.23;0.72;0.89;11.34;-;3.19
350;2023;1641734;Emoni Bates;SF;2.04;-;81.28;2.06;2.67;-;0.2;0.21;0.69;0.83;11.54;-;3.49
351;2023;1641736;Reece Beekman;PG;1.87;-;86.45;2.01;2.55;-;0.22;0.21;0.77;0.97;10.99;3.33;3.14
352;2023;1641710;Anthony Black;PG;1.97;-;95.25;2.02;2.6;-;0.21;0.24;0.81;0.99;11.04;-;3.35
353;2023;1641737;Adem Bona;C;2.04;-;110.4;2.14;2.81;-;0.23;0.25;-;-;-;-;-
354;2023;1641738;Kobe Brown;PF;1.99;-;114.4;2.15;2.71;-;0.22;0.25;0.72;0.81;11.39;3.23;3.33
355;2023;1641723;Kobe Bufkin;SG;1.94;-;84.73;2.03;2.6;-;0.2;0.23;0.72;0.91;11.71;-;3.26
356;2023;1641739;Toumani Camara;PF;2.01;-;99.97;2.15;2.72;-;0.23;0.25;0.72;0.84;10.7;3.18;3.41
357;2023;1631321;Sidy Cissoko;SF;1.97;-;101.51;2.08;2.64;-;0.23;0.25;0.77;0.9;11.24;-;3.31
358;2023;1641740;Jaylen Clark;SG;1.93;-;92.62;2.06;2.58;-;0.22;0.23;-;-;-;-;-
359;2023;1641730;Noah Clowney;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
360;2023;1641731;Bilal Coulibaly;SG-SF;-;-;-;-;-;-;-;-;-;-;-;-;-
361;2023;1641741;Ricky Council IV;SF;1.96;-;94.35;2.06;2.62;-;0.2;0.22;0.77;0.94;11.2;3.12;3.33
362;2023;1641711;Gradey Dick;SG;1.99;-;92.53;2.05;2.57;-;0.21;0.23;0.74;0.86;11.13;2.97;3.5
363;2023;1641743;Nikola Djurisic;SF;2.01;-;98.7;2.04;2.59;-;0.21;0.24;-;-;-;-;-
364;2023;1641744;Zach Edey;C;2.22;-;138.98;2.4;2.93;-;0.25;0.28;0.66;0.75;11.37;-;3.45
365;2023;1641745;Adam Flagler;PG;1.85;-;87.0;1.94;2.46;-;0.2;0.23;0.79;0.91;10.96;-;3.24
366;2023;1641718;Keyonte George;SG;-;-;-;-;-;-;-;-;-;-;-;-;-
367;2023;1631243;Mouhamed Gueye;C;2.09;-;96.43;2.22;2.81;-;0.23;0.25;-;-;-;-;-
368;2023;1641722;Jordan Hawkins;SG;1.94;-;84.37;2.0;2.58;-;0.21;0.22;-;-;-;-;-
369;2023;1641746;Coleman Hawkins;PF;2.04;-;101.79;2.14;2.76;-;0.22;0.22;0.67;0.83;12.14;-;3.37
370;2023;1630703;Scoot Henderson;PG;-;-;-;-;-;-;-;-;-;-;-;-;-
371;2023;1641707;Taylor Hendricks;PF;2.04;-;96.89;2.15;2.72;-;0.23;0.26;0.83;0.91;11.27;-;3.32
372;2023;1641747;DaRon Holmes II;C;2.06;-;100.15;2.15;2.77;-;0.22;0.24;0.75;0.89;11.48;-;3.2
373;2023;1641720;Jalen Hood-Schifino;PG;1.94;-;98.25;2.09;2.55;-;0.23;0.25;-;-;-;-;-
374;2023;1641724;Jett Howard;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
375;2023;1641713;GG Jackson;PF;2.04;-;97.25;2.12;2.69;-;0.22;0.25;0.79;0.94;11.39;-;3.21
376;2023;1641748;Andre Jackson Jr.;SF;1.97;-;89.99;2.08;2.62;-;0.21;0.24;0.77;1.0;10.83;-;3.14
377;2023;1631218;Trayce Jackson-Davis;C;2.04;-;109.04;2.16;2.69;-;0.23;0.27;0.84;0.93;11.8;3.16;3.2
378;2023;1631170;Jamie Jaquez Jr.;SF;1.98;-;102.69;2.07;2.53;-;0.22;0.24;0.88;0.99;11.21;-;3.33
379;2023;1641749;Keyontae Johnson;SF;1.93;-;108.23;2.13;2.62;-;0.23;0.23;-;-;-;-;-
380;2023;1641732;Colby Jones;SG;1.94;-;90.36;2.03;2.62;-;0.21;0.22;0.77;0.89;11.14;3.09;3.33
381;2023;1641750;Ryan Kalkbrenner;C;2.15;-;114.21;2.26;2.86;-;0.23;0.28;0.71;0.77;12.27;-;3.39
382;2023;1641751;Arthur Kaluma;PF;1.99;-;100.61;2.15;2.63;-;0.22;0.25;0.83;0.88;11.35;3.25;3.44
383;2023;1631340;Mojave King;SG;1.92;-;90.99;2.03;2.57;-;0.22;0.24;0.85;1.07;11.07;-;3.18
384;2023;1641752;Bobi Klintman;PF;-;-;-;-;-;-;-;-;-;-;-;-;-
385;2023;1641721;Maxwell Lewis;SG;1.99;-;93.98;2.13;2.65;-;0.22;0.24;0.83;0.93;11.4;-;3.43
386;2023;1641726;Dereck Lively Jr.;C;-;-;-;-;-;-;-;-;-;-;-;-;-
387;2023;1641753;Chris Livingston;SF;1.98;-;99.43;2.11;2.65;-;0.22;0.23;0.77;0.94;11.65;-;3.27
388;2023;1641754;Seth Lundy;SF;1.93;-;97.25;2.09;2.64;-;0.22;0.23;0.8;0.9;11.02;-;3.15
389;2023;1631256;Kevin McCullar;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
390;2023;1641756;Mike Miles Jr.;PG;1.85;-;92.99;1.84;2.44;-;0.2;0.21;0.84;0.94;11.01;3.25;3.11
391;2023;1641757;Jordan Miller;SF;1.94;-;86.91;2.13;2.63;-;0.22;0.23;0.81;0.93;11.43;3.21;3.17
392;2023;1631159;Leonard Miller;PF;2.06;-;96.52;2.18;2.71;-;0.24;0.27;0.81;0.95;11.0;-;3.33
393;2023;1641706;Brandon Miller;SF;-;-;-;-;-;-;-;-;-;-;-;-;-
394;2023;1641758;Judiah Mintz;PG;1.9;-;80.01;1.92;2.49;-;0.21;0.23;0.72;0.94;10.32;3.08;3.24
395;2023;1641759;Dillon Mitchell;PF;2.0;-;87.54;2.08;2.67;-;0.21;0.24;0.77;0.94;10.92;-;3.24
